
1,1,1,0,2,0,3,0,4,0
1,2,5,0,6,0,7,0,8,0
1,3,9,0,10,0,11,0,12,0
1,4,13,0,14,0,15,0,16,0
1,5,17,0,18,0,19,0,20,0
1,6,21,0,22,0,23,0,24,0
1,7,25,0,26,0,27,0,28,0
1,8,29,0,30,0,31,0,32,0
1,9,33,0,34,0,35,0,36,0
1,10,37,0,38,0,39,0,40,0
1,11,41,0,42,0,43,0,44,0
1,12,45,0,46,0,47,0,48,0
1,13,49,0,50,0,51,0,52,0
2,1,31,0,45,0,16,0,33,0
2,2,8,0,27,0,11,0,12,0
2,3,38,0,32,0,24,0,13,0
2,4,51,0,7,0,17,0,19,0
2,5,50,0,5,0,40,0,35,0
2,6,46,0,10,0,34,0,18,0
2,7,25,0,4,0,49,0,20,0
2,8,36,0,9,0,28,0,6,0
2,9,29,0,37,0,1,0,42,0
2,10,43,0,3,0,30,0,14,0
2,11,47,0,41,0,15,0,22,0
2,12,23,0,48,0,26,0,39,0
2,13,44,0,21,0,2,0,52,0
3,1,47,0,3,0,49,0,8,0
3,2,44,0,22,0,27,0,26,0
3,3,48,0,5,0,17,0,24,0
3,4,39,0,18,0,15,0,33,0
3,5,50,0,34,0,21,0,23,0
3,6,28,0,4,0,40,0,46,0
3,7,14,0,19,0,32,0,31,0
3,8,35,0,37,0,41,0,11,0
3,9,2,0,51,0,43,0,12,0
3,10,6,0,52,0,29,0,20,0
3,11,16,0,42,0,30,0,38,0
3,12,7,0,9,0,1,0,25,0
3,13,10,0,45,0,13,0,36,0
4,1,35,0,32,0,48,0,23,0
4,2,10,0,50,0,20,0,2,0
4,3,19,0,44,0,30,0,1,0
4,4,42,0,39,0,21,0,27,0
4,5,3,0,15,0,17,0,7,0
4,6,43,0,22,0,25,0,33,0
4,7,28,0,47,0,11,0,29,0
4,8,37,0,51,0,13,0,4,0
4,9,46,0,14,0,45,0,5,0
4,10,49,0,12,0,24,0,34,0
4,11,40,0,31,0,6,0,52,0
4,12,8,0,41,0,36,0,16,0
4,13,9,0,38,0,26,0,18,0
5,1,10,0,23,0,30,0,25,0
5,2,13,0,27,0,47,0,6,0
5,3,38,0,4,0,35,0,50,0
5,4,52,0,22,0,3,0,20,0
5,5,21,0,16,0,17,0,18,0
5,6,42,0,40,0,48,0,7,0
5,7,32,0,28,0,12,0,43,0
5,8,41,0,5,0,2,0,33,0
5,9,11,0,36,0,29,0,19,0
5,10,14,0,8,0,44,0,1,0
5,11,34,0,46,0,26,0,31,0
5,12,37,0,15,0,49,0,45,0
5,13,9,0,51,0,39,0,24,0
6,1,23,0,6,0,18,0,36,0
6,2,34,0,48,0,30,0,9,0
6,3,16,0,50,0,47,0,25,0
6,4,39,0,14,0,19,0,33,0
6,5,2,0,17,0,40,0,49,0
6,6,8,0,37,0,52,0,31,0
6,7,51,0,27,0,38,0,43,0
6,8,22,0,7,0,13,0,45,0
6,9,42,0,24,0,46,0,10,0
6,10,15,0,4,0,32,0,11,0
6,11,3,0,29,0,26,0,44,0
6,12,28,0,35,0,5,0,21,0
6,13,12,0,41,0,1,0,20,0
7,1,17,0,45,0,34,0,6,0
7,2,3,0,19,0,16,0,28,0
7,3,12,0,23,0,40,0,42,0
7,4,27,0,41,0,14,0,32,0
7,5,49,0,5,0,10,0,47,0
7,6,31,0,13,0,50,0,48,0
7,7,38,0,15,0,51,0,8,0
7,8,21,0,44,0,4,0,37,0
7,9,26,0,43,0,24,0,33,0
7,10,18,0,25,0,20,0,1,0
7,11,35,0,9,0,52,0,29,0
7,12,22,0,2,0,36,0,46,0
7,13,39,0,11,0,30,0,7,0
